"label","frequency","origin","destination","origin.x","origin.y","destination.x","destination.y","distance","Id"
"YISHUN > BUKIT BATOK",34,"YISHUN","BUKIT BATOK",103.836949225,1.41497464027,103.754742818,1.35566002771,11.2824191258838,"376"
"YISHUN > BUKIT MERAH",34,"YISHUN","BUKIT MERAH",103.836949225,1.41497464027,103.823127211,1.27549132936,15.6032193206824,"377"
"YISHUN > BUKIT TIMAH",36,"YISHUN","BUKIT TIMAH",103.836949225,1.41497464027,103.790697957,1.32998917971,10.7701136507921,"378"
"YISHUN > CHANGI",23,"YISHUN","CHANGI",103.836949225,1.41497464027,103.997822558,1.35080636051,19.275548014806,"379"
"YISHUN > CHOA CHU KANG",36,"YISHUN","CHOA CHU KANG",103.836949225,1.41497464027,103.747190557,1.3855559338,10.5120425235202,"380"
"YISHUN > CLEMENTI",23,"YISHUN","CLEMENTI",103.836949225,1.41497464027,103.760745818,1.31760020246,13.7629061439224,"381"
"YISHUN > DOWNTOWN CORE",68,"YISHUN","DOWNTOWN CORE",103.836949225,1.41497464027,103.854301181,1.28506469388,14.5898695309552,"382"
"YISHUN > GEYLANG",40,"YISHUN","GEYLANG",103.836949225,1.41497464027,103.889523394,1.32089838033,11.9960943392357,"383"
"YISHUN > HOUGANG",32,"YISHUN","HOUGANG",103.836949225,1.41497464027,103.889800438,1.36363757599,8.20078130846105,"384"
"YISHUN > JURONG EAST",38,"YISHUN","JURONG EAST",103.836949225,1.41497464027,103.734795612,1.32044375987,15.4912182654023,"385"
"YISHUN > JURONG WEST",28,"YISHUN","JURONG WEST",103.836949225,1.41497464027,103.704902701,1.34161199689,16.8119232195176,"386"
"YISHUN > KALLANG",25,"YISHUN","KALLANG",103.836949225,1.41497464027,103.866433422,1.31033541885,12.1017100752101,"387"
"YISHUN > NOVENA",25,"YISHUN","NOVENA",103.836949225,1.41497464027,103.835308907,1.32698374591,9.79680243240241,"388"
"YISHUN > ORCHARD",23,"YISHUN","ORCHARD",103.836949225,1.41497464027,103.83358043,1.30380687311,12.3808168650777,"389"
"YISHUN > QUEENSTOWN",51,"YISHUN","QUEENSTOWN",103.836949225,1.41497464027,103.784558913,1.28907290333,15.1796944959803,"390"
"YISHUN > SEMBAWANG",218,"YISHUN","SEMBAWANG",103.836949225,1.41497464027,103.818827667,1.45574704202,4.96661304407355,"391"
"YISHUN > SENGKANG",25,"YISHUN","SENGKANG",103.836949225,1.41497464027,103.887698907,1.39127922839,6.23335319340737,"392"
"YISHUN > SERANGOON",45,"YISHUN","SERANGOON",103.836949225,1.41497464027,103.867818062,1.36520155176,6.51926000886419,"393"
"YISHUN > SUNGEI KADUT",25,"YISHUN","SUNGEI KADUT",103.836949225,1.41497464027,103.757461238,1.41812621708,8.85281239820537,"394"
"YISHUN > TAMPINES",38,"YISHUN","TAMPINES",103.836949225,1.41497464027,103.954259949,1.34365576027,15.2796748974225,"395"
"YISHUN > TOA PAYOH",47,"YISHUN","TOA PAYOH",103.836949225,1.41497464027,103.861025875,1.33668355661,9.11790528311461,"396"
"YISHUN > TUAS",40,"YISHUN","TUAS",103.836949225,1.41497464027,103.632837209,1.27851714043,27.3264593386116,"397"
"YISHUN > WESTERN WATER CATCHMENT",23,"YISHUN","WESTERN WATER CATCHMENT",103.836949225,1.41497464027,103.689729797,1.38212976818,16.7865341176381,"398"
"YISHUN > WOODLANDS",170,"YISHUN","WOODLANDS",103.836949225,1.41497464027,103.787703966,1.44067986429,6.18234048126009,"399"
"YISHUN > YISHUN",585,"YISHUN","YISHUN",103.836949225,1.41497464027,103.836949225,1.41497464027,0,"400"
